camp_id,camp_name,audience,language,shot_number,timecode,visual_description,on_screen_text,narration_line,gamma_prompt
CAMP10,El Campamento de Acción Cívica,Community Leader,ES,9,1:40–1:55,Tarjeta final.,Firma la promesa → aigovops-foundation.github.io/aigovops-ncw-ai-camp,Firma la promesa en aigovops-foundation.github.io/aigovops-ncw-ai-camp,"Minimalist title card, dark green, white type"
CAMP11,The Local Government Camp,Local Gov Leader,EN,1,0:00–0:12,"A small-city mayor or council member (50s) at a public meeting — a constituent asking a question. The official listening carefully.",,(none),"Small-city elected official in their 50s listening carefully to a constituent at a public meeting, warm civic room light"
CAMP11,The Local Government Camp,Local Gov Leader,EN,2,0:12–0:22,Jackson avatar — direct. Civic register. Not selling anything. Briefing.,Thirty minutes. This camp.,"You don't have a five-million-dollar AI advisor. You have thirty minutes and this camp.","Mature professional male to camera, civic and authoritative energy, warm clean background"
CAMP11,The Local Government Camp,Local Gov Leader,EN,3,0:22–0:36,"Screen insert: a city department spreadsheet — Parks, Police, Library, City Clerk. Many rows: 'Never approved' in red.",The inventory. You can't govern what you can't see.,"Inventory. Every department. Every AI tool. Most small cities find 8–20 running. Most never approved.","Spreadsheet showing city department AI tool inventory with red cells for unapproved tools"
CAMP11,The Local Government Camp,Local Gov Leader,EN,4,0:36–0:50,"A simple one-page ordinance document — three clear sections, bold headers. A hand adds a name to the accountability line.",One page. A name. Public accountability.,"A one-page AI use ordinance. What you'll never use it for. Who is publicly accountable — by name.","Simple government ordinance document with clear sections, hand writing a name in accountability field"
CAMP11,The Local Government Camp,Local Gov Leader,EN,5,0:50–1:04,"A city council meeting — official reading from a printed summary. Residents recognize their words. Room is present.",Their words. Their agenda. Your voice reading them.,"Come to the council meeting and read the five things your residents care about most — out loud. That's how trust gets built.","City council chamber, official reading from document, residents with engaged expressions"
CAMP11,The Local Government Camp,Local Gov Leader,EN,6,1:04–1:16,"Side-by-side: same city notice — left: English only. Right: English + Spanish. Family reading the bilingual version at kitchen table.",Translate everything. It changes who participates.,"NCW has significant Spanish-speaking communities. Public notice in English only is a closed door. It costs essentially nothing.","Side-by-side public notice versions, English only vs bilingual, family reading bilingual at kitchen table"
CAMP11,The Local Government Camp,Local Gov Leader,EN,7,1:16–1:30,"Aerial of a small NCW city — clean, functional, beautiful in scale. The Columbia, the mountains.",NCW could be the first AI-governed region small cities actually copy from.,"Big cities will spend years and millions arguing about AI. You can lead by example in thirty days.","Aerial drone shot over small North Central Washington city, Columbia River visible, Cascades, golden light"
CAMP11,The Local Government Camp,Local Gov Leader,EN,8,1:30–1:45,Jackson avatar again — slower. The last line is the mission statement.,Leadership.,Sign the pledge at aigovops-foundation.github.io/aigovops-ncw-ai-camp,"Same civic male avatar, slower and more deliberate, direct to camera"
CAMP11,The Local Government Camp,Local Gov Leader,EN,9,1:45–2:00,Final CTA card.,Sign the pledge → aigovops-foundation.github.io/aigovops-ncw-ai-camp,Sign the pledge at aigovops-foundation.github.io/aigovops-ncw-ai-camp,"Minimalist title card, dark green, white type, logos"
CAMP11,El Campamento del Gobierno Local,Local Gov Leader,ES,1,0:00–0:12,"Un alcalde o concejal de ciudad pequeña (50 años) en una sesión pública — un ciudadano haciendo una pregunta. El funcionario escuchando.",,(ninguno),"Small-city elected official in their 50s listening to a constituent at a public meeting, warm civic room light"
CAMP11,El Campamento del Gobierno Local,Local Gov Leader,ES,2,0:12–0:22,Avatar narrador — directo. Registro cívico. No vende nada. Briefing.,Treinta minutos. Este campamento.,"Usted no tiene un asesor de cinco millones. Tiene treinta minutos y este campamento.","Mature professional male to camera, civic authoritative energy, warm clean background"
CAMP11,El Campamento del Gobierno Local,Local Gov Leader,ES,3,0:22–0:36,"Pantalla: hoja de cálculo de departamentos — Parques, Policía, Biblioteca, Oficina Municipal. Muchas filas: 'No aprobada' en rojo.",El inventario. No puede gobernar lo que no puede ver.,"Inventario. Cada departamento. Cada herramienta de IA. La mayoría de las ciudades encuentran entre 8 y 20. Casi ninguna aprobada.","Spreadsheet showing city department AI tool inventory with red cells for unapproved tools"
CAMP11,El Campamento del Gobierno Local,Local Gov Leader,ES,4,0:36–0:50,"Una ordenanza de una página — tres secciones claras. Una mano escribe un nombre en la línea de responsabilidad.",Una página. Un nombre. Responsabilidad pública.,"Una ordenanza de uso de IA de una página. Para qué nunca la usarán. Quién es responsable — con nombre y apellido.","Simple government ordinance with clear sections, hand writing name in accountability field"
CAMP11,El Campamento del Gobierno Local,Local Gov Leader,ES,5,0:50–1:04,"Sesión del concejo — el funcionario lee de un resumen impreso. Los ciudadanos reconocen sus palabras.",Sus palabras. Su agenda. Su voz leyéndolas.,"Llegue a la sesión del concejo y lea en voz alta las cinco cosas que más importan a sus vecinos. Así se construye la confianza.","City council chamber, official reading from document, residents with engaged expressions"
CAMP11,El Campamento del Gobierno Local,Local Gov Leader,ES,6,1:04–1:16,"Comparación lado a lado: el mismo aviso — izquierda: solo inglés. Derecha: inglés + español. Una familia leyendo la versión bilingüe.",Traduzcan todo. Cambia quién puede participar.,"El Norte Central de Washington tiene comunidades hispanohablantes importantes. Un aviso solo en inglés es una puerta cerrada.","Side-by-side public notice versions, English only vs bilingual, family reading bilingual version"
CAMP11,El Campamento del Gobierno Local,Local Gov Leader,ES,7,1:16–1:30,"Toma aérea de una ciudad pequeña de NCW — funcional y bella. El Columbia. Las montañas.",NCW podría ser la primera región gobernada por IA que las ciudades pequeñas copien.,"Las ciudades grandes van a tardar años y millones. Usted puede dar el ejemplo en treinta días.","Aerial drone shot over small NCW city, Columbia River, Cascades, golden light"
CAMP11,El Campamento del Gobierno Local,Local Gov Leader,ES,8,1:30–1:45,"Avatar narrador — más despacio. La última línea es la declaración de misión, no un slogan.",Liderazgo.,Firma la promesa en aigovops-foundation.github.io/aigovops-ncw-ai-camp,"Same civic male avatar, slower and deliberate, direct to camera"
CAMP11,El Campamento del Gobierno Local,Local Gov Leader,ES,9,1:45–2:00,"Tarjeta final. Nota adicional en español: 'Este video fue creado en los dos idiomas. Eso es lo que pedimos.'",Firma la promesa → aigovops-foundation.github.io/aigovops-ncw-ai-camp,Firma la promesa en aigovops-foundation.github.io/aigovops-ncw-ai-camp,"Minimalist title card, dark green, white type, logos, bilingual note"
